^:<name=gwgz footnote=ck nocheck=true>	note
198.17	糝，入聲。
198.18	因快哉二字，發此一段論端，尋說到張夢得身上，若斷若續，無限烟波。
198.19	快字從其中看出，纔起得張君謫居之快來。
198.20	膾
198.21	計
198.22	會計，指簿書錢穀言。
198.23	與上兩其中應。
198.24	蓬戶，編蓬爲戶也。甕牖，以破甕口爲牖也。○翻跌。
198.25	緊收，正寫快哉。何等酣暢！
198.26	升
198.27	反結，更有餘味。
199.1	曾鞏
199.2	三句是一篇綱領。
199.3	古之銘誌，必勒之石。或留于家廟，或置之墓前，其義一也。
199.4	史兼載善惡，銘獨記善，所以異也。○此段申明與史異句。
199.5	嚴，敬也。
199.6	此段申明義近于史句。
199.7	此段言衰世銘不得實，起下段,當觀其人意。
199.8	銘以人重，此句爲通篇關鎖。
199.9	徇私則不公。惑理則失是。
199.10	又從觀其人翻出公與一語。見今世之銘，併其義之近于史者，亦失之矣。
199.11	此一轉，徐徐引入歐公身上來。
199.12	公。
199.13	是。
199.14	辨之甚難。
199.15	而是。
199.16	從道德側到文章。
199.17	此以見必畜道德而能文章者，而後可以爲。
199.18	此段申明能盡公與是，必待畜道德而能文章者。下便可直入歐公。
199.19	可直入歐公矣，偏又作此一頓，文更曲折。
199.20	千里來龍，至此結穴。
199.21	挽上略頓。
199.22	興入聲。
199.23	衋，傷痛也。○波蕩。
199.24	收轉，感慨嗚咽。
199.25	希
199.26	晞，明不明之際也。
199.27	即感恩圖報意頓住，下乃發出絕大議論。正是銘與史異用而同功。
199.28	遙應前段警勸之道。
199.29	銘一人而天下之爲父祖子孫者，皆知所警勸，其爲美更多于作史者。數美歸于先生一語，極爲推重歐公。若徒爲己之祖父作感激，是猶一人之私耳。
199.30	所以感歐公者。
199.31	承歐公來書之教而加詳。
199.32	并結出自慚意。
200.1	曾鞏
200.2	提蘇軾說入。
200.3	點出二生。
200.4	敍出二生之文。
200.5	一總頓住。
200.6	通篇意在勉二生以行道，不當但求爲文詞。
200.7	插入安生，妙。
200.8	因迂闊、解惑二句，生出下兩段文字。
200.9	自負不少。
200.10	迂闊至此。
200.11	疊一句，妙。
200.12	一段答他笑以爲迂闊句。
200.13	應前，錯落有致。
200.14	一段答他解惑于里人句。
200.15	照起作結。
201.1	王安石
201.2	秦昭王囚孟嘗君，欲殺之。孟嘗君使人抵昭王幸姬求解。幸姬曰：妾願得君狐白裘。此時孟嘗君有一狐白裘，入秦，獻之眧王。客有能爲狗盜者，乃夜爲狗，以入秦宮藏中，取所獻狐白裘，以獻幸姬。幸姬爲言昭王，釋孟嘗君。孟嘗君得出，即馳去。夜半，至函谷關。昭王後悔出孟嘗君，求之，已去，即使人馳傳追之。孟嘗君至關，關法雞鳴而出客，孟嘗君恐追至。客有能爲雞鳴，而雞盡鳴，遂得出。○立案。
201.3	陡然一劈。
201.4	駁得倒。
201.5	斷得盡。○疾轉疾收，字字警策。
202.1	王安石
202.2	兩非今所謂賢人者，見其俱以古處自期也。○分提。
202.3	先翻同字。
202.4	次點學字。
202.5	接上相似總點同學。○合寫。
202.6	空中立說，句法變換，自成雋永。
202.7	醒發同學二字，先後綴映，百倍精神。
202.8	此處微分主客，是文家點題法。
202.9	吝。
202.10	轥，車踐也。
202.11	寫出兩人階級。到底只用合發。
202.12	插入自己。
202.13	結出別意。同學兄弟，每每若此，言之慨然。
202.14	正文只此二語。
203.1	王安石
203.2	褒。
203.3	浮圖，僧也。
203.4	敍出所由名。
203.5	通篇借遊華山洞發揮，故先點出洞名。
203.6	伏篇末案。
203.7	閒文生趣。
203.8	點前洞。是賓。
203.9	點出後洞。是主。
203.10	隱下正旨在內。
203.11	已上敍遊事，筆筆伏後議論。
203.12	藉此以喻學之深造。
203.13	頓宕。
203.14	歸結在此一句。
203.15	文情開拓。
203.16	應前洞。
203.17	應後洞。
203.18	接入主意。
203.19	翻跌盡致，亦以曲折遞下。
203.20	挽上擁火句。
203.21	應咎其欲出句。
203.22	應侮其隨之句。
203.23	無悔與譏，便是有得，真論學名言。○一路俱是論遊，按之卻俱是論學。古人詣力到時，頭頭是道。川上山梁，同一趣也。
203.24	應篇首。
203.25	無限感慨。
203.26	直至此，方點明學者。記意寓體，收拾已盡。
203.27	點四人結。
204.1	王安石
204.2	點得有致。
204.3	略頓。
204.4	仁宗年號。
204.5	長才屈於下位者，不堪展讀。
204.6	一句斷。下發議。
204.7	阻。
204.8	語。
204.9	齟齬，謂不遇也。○此是另一種人，提過一邊。
204.10	似說許，又似不說許。
204.11	稅。
204.12	韓非工說而發憤於韓王，李廣善戰而終詘於漢武，千古恨事不少。
204.13	收上，妙不說盡。
204.14	仁宗年號。
204.15	規。
204.16	指範、鄭諸公。
204.17	盛慨不盡。
205.1	宋濂
205.2	提一句，作一篇之冒。
205.3	殘上聲。
205.4	一難
205.5	衍。
205.6	預。
205.7	二難。
205.8	迢上聲。
205.9	陸行之難。
205.10	窩。
205.11	水行之難。
205.12	總鎖一筆。
205.13	極言遊歷之難，句句伏下案。
205.14	應「奇」字，頓住。
205.15	材有文。
205.16	硯。○掾官屬。
205.17	仕有力。
205.18	皆成都人。
205.19	述成都人物形勝，思致勃勃。
205.20	無處不遊。
205.21	遊有所得。
205.22	挽「能爲詩」一筆，遒緊。
205.23	壯彊不老死。
205.24	「山水」一應。
205.25	非材有文。
205.26	非仕有力。
205.27	非壯彊。
205.28	收轉庭學一句，下又推開。
205.29	勘進一層，「山水」再應。
205.30	應「愧」字結。
206.1	宋濂
206.2	金陵即江南江寧府。
206.3	六朝，謂東晉、宋、齊、樑、陳也。五代時，徐知誥號爲南唐。
206.4	暨，及也。朔南，朔北與極南之地也。《禹貢》：「朔南暨聲教，訖於四海。」
206.5	二句是立言本旨。
206.6	盧龍，山名。蜿蜒，龍屈伸貌。虹，螮蝀也。
206.7	先點作樓。
206.8	次點樓名。○已上敍事，下發論。
206.9	登高一呼，氣勢雄闊。
206.10	平。
206.11	竹。○山巔曰椒。矚，視之甚也。
206.12	一「思」字，生下許多「思」字。
206.13	諸侯春見天子曰朝，夏見曰宗。《小雅》：「沔彼流水，朝宗於海。」言流水亦知所向也。
206.14	職。
206.15	一段「思有以」懷諸侯。
206.16	白。
206.17	醜森切。
206.18	舶，海中大船。琛，寶也。
206.19	一段「思有以」柔遠人。
206.20	均。
206.21	鸞入聲。
206.22	葉。
206.23	皸，足坼凍裂。捋，取也。饁，饋也。
206.24	一段「思有以」子庶民。○從「閱」字注一「思」字，發出三大段議論，體裁宏遠。
206.25	一總。文勢開宕。
206.26	起。
206.27	臨春、結綺、齊雲、落星，皆古樓名。
206.28	又嘆前代所建之樓，以寓箴規意。
206.29	民。
206.30	岷山，在蜀。
206.31	移。
206.32	籤去聲。○應篇首。
206.33	前從「閱」字上注想，此又從「江」字上點綴，筆無滲漏。
206.34	呼一句，承上起下。
206.35	逢掖，大衣也。《儒行》：「丘少居魯，衣逢掖之衣。」
206.36	可謂讚揚之至。
206.37	旣頌君，又諷臣，意極周匝得體。
206.38	干。
206.39	民。○珉，石之美者。
206.40	結又補出此意。何等鄭重。
207.1	劉基
207.2	邵平爲秦東陵侯，秦破，爲布衣，種瓜長安城東。司馬季主，漢時善卜者。
207.3	帝。○蟄，伏藏也。懣，煩悶也。嚏，鼻塞噴嚏。○三句，喻廢久則思用。
207.4	六句，喻廢極則必用。
207.5	當復用而終不用，故疑而欲卜。
207.6	卜以決疑，旣已喻之，何待於卜？
207.7	不知之深，雖喻猶疑，何可不卜？
207.8	泛言不必卜之理。下乃轉入正旨。
207.9	昔者，謂見用之日。今日，謂處廢之時。○「思」字，與上三「思」字應。東陵知旣廢之當用，而不知旣用之當廢也。季主點醒他，全在此二句。
207.10	誰。
207.11	鄰。
207.12	磷，鬼火。象白、駝峯，皆美味。○六段，由今思昔，現前指點，何等醒快。
207.13	暗指昔廢今用者。
207.14	暗指昔用今廢者。
207.15	句句與東陵之言相對。
207.16	應前作收。緊峭。
208.1	劉基
208.2	會。
208.3	葉。
208.4	需去聲。○金玉其外，敗絮其中，映衒外意。
208.5	提出「欺」字作主。通篇俱從此發論。
208.6	寺。
208.7	欺世盜名，舉天下皆是。下歷說居官之爲欺者以實之。
208.8	皮。
208.9	皋比，虎皮也。
208.10	臏。
208.11	起。
208.12	武將欺。
208.13	尹。
208.14	陶。
208.15	文臣欺。○忽發兩段大議論。文臣、武將，何處可置面目？
208.16	於去聲。
208.17	承上二段細寫之。借題罵世之文，得此遂爲酣暢。
208.18	作反詰語。極冷雋。
208.19	骨。
208.20	滑稽，詼諧也。東方朔善詼諧，號滑稽。
208.21	結出立言之旨。
209.1	方孝孺
209.2	從人事側到天道，爲一篇議論張本。
209.3	人事。
209.4	天道。○引秦事一證。
209.5	人事。
209.6	景帝三年，晁錯患七國強大，請削諸侯郡縣。吳王濞、膠西王卬、膠東王雄渠、淄川王賢、濟南王闢光、楚王戊、趙王遂同舉兵反。○天道。
209.7	人事。
209.8	天道。○引漢事一證。
209.9	人事。
209.10	天道。○引東漢、魏、晉一證。
209.11	貞觀二十二年，有傳祕記云：「唐三世之後，女主武氏，代有天下。」上密問太史令李淳風：「祕記所云，信有之乎？」對曰：「臣仰觀天象，俯察歷數，其人已在陛下宮中。自今不過三十年，當王天下，殺唐子孫殆盡，其兆旣成矣。」上曰：「疑似者盡殺之，何如？」○人事。
209.12	則天。
209.13	天道。○引唐事一證。
209.14	人事。
209.15	天道。○引宋事一證。
209.16	總承。
209.17	跌宕。
209.18	總斷一筆。應上天、人二意。關鎖甚緊。
209.19	跌宕。
209.20	又引醫巫以爲不能深慮之喻，尤見醒快。
209.21	此段纔說出工于謀天而能爲深慮者。一篇主意，結穴在此。
209.22	反掉作結，尤見老法。
210.1	方孝孺
210.2	就正意泛論起。
210.3	暗貶豫讓一流人，作一篇之冒。
210.4	趙襄子約韓、魏大敗智伯軍，遂殺之，盡滅智氏之族。智伯之臣豫讓，欲爲之報讎。
210.5	寬一筆。
210.6	二句爲一篇綱領。
210.7	初，豫讓入襄子宮中，欲刺襄子，被獲。襄子義而舍之。讓又漆身爲癩，吞炭爲啞，行乞於市。其友曰：「以子之才，臣事趙孟，必得近幸。子乃爲所欲爲，顧不易耶！」讓曰：「旣已委質爲臣，而又求殺之，是二心也。凡吾所爲者，極難耳，然所以爲此者，將以愧天下後世之爲人臣懷二心者也。」○申「讓之死固忠」句。
210.8	杭。
210.9	襄子出，豫讓伏于橋下，獲之。襄子曰：「子不嘗仕範中行氏乎？智伯滅範中行氏，而子不爲報讎，反委質仕智伯。智伯已死，子獨何爲報讎之深也？」讓曰：「範中行氏以衆人遇臣，臣故衆人報之。智伯以國士遇臣，臣故國士報之。」襄子使兵環之。讓曰：「今日之事，臣固伏誅。然願請君之衣而擊之，雖死不恨。」襄子義之，持衣與讓。讓拔劍三躍，呼天擊之，遂伏劍死。○申「處死之道有未忠」句。
210.10	智伯請地于韓康子，康子欲弗與，段規曰：「不如與之。彼狃於得地，必請於他人，他人不與，必向之以兵，然則我得免於患，而待事之變矣。」康子乃與之。智伯悅，又求地于魏桓子，桓子以無故欲弗與，任章曰：「無故索地，諸大夫必懼。吾與之地，智伯必驕。彼驕而輕敵，此懼而相親，智氏之命，必不長矣。」桓子亦與之。○請規、章作陪客。
210.11	隙。
210.12	智伯帥韓、魏之兵，圍趙城而灌之。郄疵謂智伯曰：「夫從韓、魏而攻趙，趙亡，難必及韓、魏。韓、魏必反矣。」智伯不聽。襄子陰與韓、魏約，夜使人殺守堤之吏，而決水灌智伯軍，遂滅智氏。○又請郄疵作陪客。○兩段先就他人翻駁「國士」二字，而豫讓可見。
210.13	注一句，起下正論。
210.14	一段代爲豫讓畫策，信手拈來，都成妙理。所謂「扶危於未亂之先」，而申國士之報者如此。
210.15	升。
210.16	安有旣命爲國士，而旁觀其主縱慾荒暴，不救其亡者乎？如此辨駁，足令九泉心服。
210.17	轉開生面。
210.18	天上聲。
210.19	靦，面目貌。○結處忽與豫讓，無限感慨。
211.1	王鏊
211.2	分提。
211.3	遏。
211.4	分疏。
211.5	雙承，側入時弊。
211.6	虛文何補。
211.7	二句，推出弊源。
211.8	上下不交如此。
211.9	與明目達聰之治異。
211.10	此句爲一篇之綱。
211.11	《玉藻》，《禮記》篇名。
211.12	注《玉藻》四句。○一段言周制。
211.13	一段言漢制。
211.14	一段言唐制。
211.15	挽一句，法變。○一段言宋制。
211.16	再提三朝之象，間襯作渡。
211.17	立言本旨，專注內朝，故特筆提清。
211.18	明初之制，有正朝、外朝，而內朝獨缺。乃以臨御武英等殿，證合內朝，識議俱見精確。
211.19	太祖年號。
211.20	成祖年號。
211.21	一段言明制。
211.22	上下不交，弊日益甚。
211.23	年號弘治。
211.24	無限感慨。
211.25	產。
211.26	著緊在此。
211.27	交泰之象，固自如是。
211.28	外朝、內朝雙結。
211.29	收盡通章。
212.1	王守仁
212.2	劈手便疏「經」字。冒下三段。
212.3	「心」、「性」、「命」三字，爲一篇之綱領。「心」字又爲三句之綱領。
212.4	一段提出心、性、命。
212.5	二段推出四端、五倫。
212.6	三段疏出六經。○心、性、命之論，瞭然洞達，凡三見而不易一字。斬盡理學葛藤，下乃歸到尊經之意。雲淨水空，絕無凝滯。
212.7	說六經而歸之於心，纔是實學。
212.8	一言志吾心，即所以爲經；一言求之吾心，即所以尊經。分作兩層，說得至平至易，獨探聖賢真種子。
212.9	一喻。
212.10	處處不脫「吾心」二字。兩語爲一篇關鎖。
212.11	即前喻再喻。
