^:<name=gwgz footnote=ck preload=true>	note
176.德宗	指唐德宗李適（kuò），公元780年至805年在位。在位期間曾采取過一些改革措施，企圖加強中央集權，增加財政收入。對藩鎮割據勢力開始想采取抑制政策，但又猜忌有功大臣，信任盧杞等人，因此朝政混亂，沒有什么成效。藩鎮反叛時，唐德宗一再逃命，對藩鎮采取姑息遷就政策。
176.容	或許。
176.有人	指王安石。
176.履	實踐。
176.夷	伯夷。
176.齊	叔齊。兩人都是商朝末年孤竹國（今河北盧龍縣）國君的兒子，相傳孤竹國國君死后，兄弟互相推讓，都不肯繼位，一同逃往周地。后武王伐紂，二人叩馬而諫，商亡后他們足不踏周地，口不食周粟，餓死在首陽山。他們的行為為后代儒家所推崇。
176.顏淵	孔子的得意學生。
176.孟軻	即孟子，戰國中期儒家的代表人物。
176.垢	骯臟。
176.浣	洗濯。
176.臣虜	奴仆。
176.彘	豬。
176.囚首喪面	形容不注意修飾。囚首，指頭發散亂，如同囚犯。喪面，好像居喪的人的面孔。
176.鮮	少。
176.奸慝	奸邪。
176.豎刁、易牙、開方	春秋時齊桓公的三個寵臣。據《史記·齊世家》記載，齊桓公問管仲，三人中誰可接他的相位，管仲逐一回答說：“易牙烹自己的兒子給國君吃；開方本是衛國貴公子，背離父母來齊國侍奉國君，其父死了也不歸國；豎刁甘當太監，入宮侍奉國君。這三人的行為都是不近人情的，不可親信。”齊桓公沒有聽管仲的話，反而信任他們，使他們專權。齊桓公死后，三人果然作亂。
176.孫子	名武，齊國人。戰國時杰出的軍事家。著有《孫子兵法》十三篇。
176.善用兵者，無赫赫之功	此二句不見于今本《孫子兵法》。《孫子兵法·形篇》：“善戰者之勝也，無智名，無勇功。”曹操注：“敵兵形未成，勝之，無赫赫之功也。”古代論戰功，根據斬首多少來評定。孫子以為，善于用兵的人往往退敵于未臨，所以從表面上看沒有顯著的戰功。
177.心	這里當指下文講的戰爭中的膽略、智謀和忍耐性、吃苦精神。
177.左	附近。
177.瞬	眨眼。
177.制	掌握。
177.利害	指戰爭形勢對己有利或有害的變化狀況。
177.上	通“尚”，崇尚。
177.怒	激發。
177.烽燧	即烽火，古代邊防報警的兩種信號。白天報警的煙稱燧，夜晚報警的火稱烽。
177.斥堠	原指古代探望敵情的土堡，這里指放哨、瞭望。
177.優游	閑暇自得的樣子。這里指讓士兵得到空閑、休息的時間。
177.并天下	這里指打遍整個天下。
177.黃帝	古代傳說中我國中原各族的共同祖先。相傳他曾打敗炎帝，又殺死作亂的蚩尤，本為部落首領，后被擁戴為部落聯盟領袖。
177.殆	通“怠”，懈怠。
177.險	這里指危險的軍事行動。
177.鄧艾	三國時，魏國將領鄧艾，領兵從一條艱險小路進攻蜀漢。這條小路兩旁山高谷深，士兵都是用繩子拴住身子送下山去的，鄧艾自己也用氈布包住身體，從山頂滑下。兵至成都城下，蜀漢后主劉禪出降，于是蜀漢滅亡。
177.縋	系在繩子上放下去。
177.侮	輕視。
177.支	對付得了，經得住。
177.抗	高舉。
177.暴	顯露。
177.狎	輕忽。
177.墮	落入。
177.棰	木棍。
177.蜥蜴	一種爬行動物，俗稱四腳蛇。
177.袒裼	指脫衣露體。
177.案	通“按”。
177.烏獲	戰國時秦國力士，相傳能力舉千鈞，受到秦武王的信任。
177.冠胄	戴盔。冠，用作動詞。胄，盔。
177.衣	用作動詞，穿。
177.以形固	這里指利用各種條件來保持自己的力量。以，憑借。形，形勢，這里指各種條件。固，鞏固。
178.至和	北宋仁宗趙禎的年號（1054年—1056年）。
178.野	郊外，這里指鄉村。
178.京師	指北宋的京城汴梁，即今開封。
178.朋	一齊。
178.朔	指陰歷初一。
178.眉陽	當指眉州眉山縣（在今四川）。
178.弛	松懈。
178.攲	傾側，不平穩。
178.牧小民	治民。古代統治階級蔑視勞動人民，把統治人民比做牧養牲畜。
178.繄以生	等于說因此能夠生活下來。繄，是，相當于“這”、“此”。
178.繩	用作動詞，這里是“約束”的意思。
178.重足	疊足而立，不敢邁步，形容非常恐懼的樣子。
178.屏息	由于注意或恐懼而不敢出氣。
178.砧斧	砧板和刀斧，古代用來行刑的工具。砧，通“椹”。
178.齊魯	春秋戰國時期在今山東省的兩個諸侯國。這里泛指山東一帶。魯為孔子家鄉，被封建統治者視作禮樂之邦。
178.齊民	平民。齊，相等，無貴賤之別，都是平民。
178.拜	這里是打恭作揖的意思。
178.釋	放下，這里是安心的意思。
178.詰	問。
178.祚	這里指皇位。
178.西人	指蜀人，因為四川在我國西部。
178.垣	墻，城墻。這里指邊境。
178.嘻	贊嘆聲。
178.纛	古時軍隊或儀仗隊的大旗。
178.舒舒	伸展飄揚的樣子。
178.暨暨	果敢剛毅的樣子。
178.于于	行動舒緩自得的樣子。
178.或	語助詞，無義。
178.條	修剪枝條。
178.駢駢	茂盛的樣子。
178.淵淵	鼓聲。
178.娟娟	美好的樣子。
178.閨闥	這里指內室，舊時指女子的臥室。
178.閑閑	嫻靜從容的樣子。
178.期	預定。
178.芃芃	茂密叢雜的樣子。
178.庾	露天的谷倉。
178.崇崇	高聳的樣子。
178.股肱	比喻帝王左右的得力大臣。股，大腿；肱，指手臂從肘到肩的部分。
178.嚴嚴	嚴肅莊重的樣子。
178.廡	廳堂四周的廊屋。
179.堯、舜、禹	唐堯、虞舜、夏禹，傳說中原始社會末期部落聯盟的首領。禹也是夏朝的第一個君主。
179.湯	商朝的開國君主。
179.文、武、成、康	指周文王、武王、成王、康王。周文王時即積極從事滅商的活動，至其子武王時滅商，建立周朝。
179.君子長者之道	指仁愛寬恕的品德。
179.吁	驚嘆聲，表示不以為然。
179.俞	表示應允。
179.休	喜悅。
179.戚	悲戚。
179.虞夏商周之書	指《尚書》。是我國上古歷史文獻和后人追述古代史事的著作的匯編，分為《虞書》、《夏書》、《商書》、《周書》四部分。
179.穆王	周朝的第五個帝王。
179.呂侯	周穆王之臣，相傳任司寇之職。據《尚書·呂刑》，周穆王曾采納他的建議，從輕制定了刑法。
179.祥刑	即詳刑，謹慎用刑。
179.惻然	傷痛憫惻的樣子。
179.皋陶	傳說是堯的大臣。
179.士	官名，掌刑獄。
179.四岳	傳說為當時的四方部落首領。也有人認為是氏族社會后期掌管祭祀和歷法的官職。
179.鯀	傳說為禹的父親，由四岳推舉，奉堯的命令治水，后因治水無功，被舜殺死于羽山。
179.方	違抗。
179.圮	毀壞。引文見《尚書·堯典》。方命，亦作“放命”，違命。
179.寧失不經	寧愿犯不按成法辦案的錯誤。失，失職。經，成規。這四句引文見《尚書·大誥》。
179.祉	福。引申為喜悅。這里指對賢人的進諫而感到高興。下文的“怒”，指對讒言而發怒。這四句引文見《詩·小雅·巧言》。
179.遄	快速。
179.《春秋》	魯國編年史，相傳曾經孔子修訂，文中寓有褒善貶惡之義。
180.陳平	漢初政治家。楚漢之爭時，先為項羽部屬，后投奔劉邦，任護軍中尉，為劉邦的重要謀臣。漢朝建立，封為曲逆侯，歷任惠帝、呂后、文帝時丞相。
180.項羽	名籍，楚國貴族出身，公元前209年在陳勝影響下舉行起義。秦亡后，自稱西楚霸王，封劉邦為漢王，兩人展開了爭奪統治權的楚漢之爭，最后項羽失敗。
180.范增	居鄛（今安徽桐城）人，項羽的主要謀士。曾屢勸項羽殺劉邦，項羽不聽，后項羽中劉邦反間計，逐步削奪了范增的權力。范增忿而離去，途中病死。
180.稍	逐漸。
180.愿賜骸骨	希望準予辭職歸家。骸骨，指身體。
180.卒伍	秦時鄉里的基層組織，這里指家鄉。
180.彭城	古縣名，在今江蘇徐州市。
180.疽	惡瘡。
180.沛公	即漢高祖劉邦，公元前206年至前195年在位。沛（今江蘇沛縣）人，前209年在陳勝影響下舉行起義，稱沛公。滅秦后，與項羽展開長達五年的楚漢之爭，最后獲得勝利，建立漢朝。
180.《易》	《周易》，古占卜書。
180.幾	微小。引文見《周易·系辭》。
180.相	視。
180.霰	小雪珠。引文見《詩經·小雅·頍弁》。“相”，《詩經》作“如”。
180.卿子冠軍	即宋義。卿子是當時對人的尊稱。冠軍指他為上將，位在其他將領之上。公元前207年，秦圍趙，楚懷王封宋義為上將軍，項羽為次將，范增為末將，率兵救趙。宋義在途中畏縮不前，項羽殺宋義，率兵破釜沉舟，在巨鹿消滅秦軍主力。
180.陳涉	名勝。秦末農民起義領袖。公元前209年，發動我國歷史上第一次大規模的農民起義。陳勝起義時，曾打著項燕扶蘇的旗號，以爭取民心。
180.項燕	戰國末年楚國的名將，項羽的祖父。
180.扶蘇	秦始皇的長子。秦始皇死后，被其弟秦二世謀害。
180.楚懷王孫心	楚懷王的孫子熊心。公元前208年，范增為項羽的叔父項梁獻計，擁立楚懷王的后代，以爭取民心。項梁立楚懷王之孫熊心，仍稱懷王。項羽自稱西楚霸王后，尊楚懷王熊心為義帝。
180.弒	古時稱臣殺君，子殺父為“弒”。
180.關	指關中之地。楚懷王熊心命令宋義、項籍救趙，而命令劉邦攻打咸陽，并與諸將約定，先到達關中滅了秦朝的為王。
180.矯	假托。
180.比肩	并肩，比喻地位相當。
181.卒然	突然。卒，通“猝”。
181.子房	張良（？—前186年），字子房。祖、父兩代相韓，秦滅韓后，他結交刺客，在博浪沙（今河南原陽東南）狙擊秦始皇未中，逃亡至下邳（今江蘇睢寧北）。秦末，聚眾歸附劉邦，為劉邦的重要謀臣。在楚漢戰爭中，輔佐劉邦打敗項羽，建立漢朝。后封為留（在今江蘇沛縣東南）侯。
181.圯上之老人	即黃石公。他在下邳橋上使張良為他拾鞋穿鞋，經反復考驗，然后授予張良《太公兵法》一書。圯，即橋。古代東楚方言稱橋為圯。
181.微	隱約。
181.刀鋸鼎鑊	都是古代的殺人刑具。這里借喻以暴力待人。
181.賁、育	孟賁、夏育，都是戰國時著名勇士。
181.一擊	指張良在博浪沙狙擊秦始皇的行動。
181.伊尹	商初大臣。輔佐商湯滅夏，立有大功。
181.太公	指呂尚。本姓姜，因其先人封于呂，從其封姓。輔佐周武王滅商，建立周朝，封于齊。
181.荊軻	戰國時齊人。受燕太子丹的指派，到秦國謀刺秦王政，失敗被殺。
181.聶政	戰國時韓人，曾為韓卿嚴遂刺殺韓相韓傀。
181.鮮腆	這里指沒有恭維的言辭。鮮，少。腆，豐厚，美好。
181.楚莊王	春秋時楚國國君，前613年至前591年在位。
181.鄭	春秋時國名，國都新鄭（今屬河南）。楚莊王伐鄭事發生在前597年。
181.鄭伯	指鄭襄公，春秋時鄭國國君，公元前604年至前587年在位。
181.肉袒	去衣露體。古代在祭祀或謝罪時表示恭敬的一種禮節。
181.勾踐	春秋末年越國國君，公元前497年至前465年在位。前494年為吳王夫差戰敗，困于會稽山上，屈服請和，質于吳國。三年后回國，臥薪嘗膽，發憤圖強，終于戰勝吳國。
181.會稽	山名，在今浙江中部紹興、嵊縣、諸暨、東陽之間。
181.吳	春秋時國名。轄境有今江蘇大部和安徽、浙江一部，建都于吳（今江蘇蘇州）。
181.項籍	字羽，秦末農民起義軍領袖。在楚漢戰爭中被劉邦打敗。
181.高祖	指西漢開國皇帝劉邦，公元前206年至前195年在位。
181.淮陰	指淮陰侯韓信，西漢初年的軍事家，輔佐劉邦擊敗項羽，建立西漢王朝。
181.太史公	指《史記》作者司馬遷。司馬遷在《史記·留侯世家》中說：“余以為其（指張良）人計魁梧奇偉，至見其圖，狀貌乃如婦人好女。”
182.自用	發揮自己的才能。
182.賈生	指賈誼，古代稱儒者為“生”。
182.佐	輔助的人。
182.致	指成就功業。
182.三代	指夏、商、周三個朝代。
182.漢文	指漢文帝劉恒，公元前179年至前157年在位。他采取了一些較進步的措施，舊史家都尊他為明君。
182.勉強	勉力去做。
182.庶幾	也許可以，表示希望。
182.將之荊	語出《禮記·檀公上》，原文是“將之荊，蓋先之以子夏，又申之以冉有”。引文與原文有出入。荊，楚國。冉有、子夏，都是孔子的弟子。
182.去	離開。
182.三宿而后出晝	事見《孟子·公孫丑下》。孟子在齊為卿，由于自己的政治主張不為齊王采納，便辭官而去，但在晝停留了三天，想等齊王重新召他入朝。晝，齊國地名，在今山東淄博市臨淄縣西北。
182.公孫丑問曰	根據今本《孟子·公孫丑下》，問話的人是孟子弟子充虞。所引充虞的問話，在文字和口氣上也與原文有出入。
182.豫	高興，快樂。
182.絳侯	西漢初年的大臣周勃。秦代末年，他從劉邦起事，多有軍功，封為絳侯。劉邦死后，呂后掌權，大力培植呂家勢力。呂后一死，諸呂企圖奪取劉氏政權，以周勃、陳平、灌嬰為首的老臣平定了諸呂叛亂，立代王劉恒為帝，這就是漢文帝。周勃在劉恒回京途中曾向他獻上天子印璽。
